ID,Age,Gender,Marital_Status,Job_Role,Experience_Years,Monthly_Salary_INR,Working_Hours_per_Week,Commute_Time_Hours,Remote_Work,Stress_Level,Health_Issues,Company_Size,Department,Sleep_Hours,Physical_Activity_Hours_per_Week,Mental_Health_Leave_Taken,Manager_Support_Level,Work_Pressure_Level,Annual_Leaves_Taken,Work_Life_Balance,Family_Support_Level,Job_Satisfaction,Performance_Rating,Team_Size,Training_Opportunities,Gender_Bias_Experienced,Discrimination_Experienced,Burnout_Symptoms,Location
38084,59,Female,Single,Support,18,129302.94,53,0.3,False,3,Physical,Large,IT,7.0,5.6,False,6,3,11,10,3,6,5,19,False,False,True,No,Tier-3
38085,46,Female,Single,Sales,32,150604.9,66,2.08,False,0,None,Small,IT,6.2,6.5,True,3,4,21,2,7,3,7,97,True,True,True,No,Tier-3
38086,56,Female,Divorced,HR,1,75975.74,87,2.23,True,8,None,Medium,Sales,5.3,7.9,True,10,3,4,10,1,0,0,75,False,True,False,Occasional,Tier-1
38087,39,Non-Binary,Single,Support,9,92736.85,89,1.03,False,6,None,Large,Finance,4.3,7.3,True,9,0,19,4,2,7,5,14,False,True,True,Occasional,Metro
38088,46,Male,Widowed,Analyst,14,98859.59,67,0.46,True,3,None,Large,HR,6.0,4.3,True,3,0,3,6,10,4,8,76,False,False,True,Occasional,Tier-2
38089,63,Non-Binary,Widowed,HR,3,50662.65,75,1.23,False,6,Physical,Medium,Finance,5.8,2.3,True,7,2,14,0,2,2,6,56,False,True,False,No,Metro
38090,27,Non-Binary,Divorced,Manager,32,184643.07,84,0.09,True,7,Physical,Medium,Sales,4.4,0.5,False,8,8,28,7,5,2,10,69,False,True,True,Occasional,Metro
38091,37,Non-Binary,Widowed,Developer,4,64106.24,42,0.53,True,9,Physical,Medium,Sales,5.1,5.6,True,1,7,19,8,2,3,8,85,True,True,False,Occasional,Tier-3
38092,33,Male,Single,HR,14,75808.11,87,1.26,True,9,Mental,Small,IT,4.9,1.3,True,1,4,10,6,3,5,4,82,True,False,False,Occasional,Tier-1
38093,23,Non-Binary,Married,Sales,15,148420.54,61,0.33,False,7,Physical,Large,IT,5.4,8.4,False,2,5,13,10,4,5,3,75,True,True,True,Yes,Tier-2
38094,34,Non-Binary,Widowed,Support,29,38439.84,88,1.55,False,10,Physical,Small,IT,6.2,6.8,True,7,0,24,5,7,3,5,75,True,True,False,Occasional,Tier-3
38095,23,Female,Divorced,Support,35,57841.84,53,1.08,False,9,Both,Large,Admin,5.8,5.6,True,0,2,7,4,2,2,5,65,False,True,False,Occasional,Tier-1
38096,39,Female,Single,HR,34,132168.61,85,2.73,True,1,Mental,Small,Finance,8.2,1.1,True,6,10,25,1,5,1,0,47,False,False,True,Yes,Tier-1
38097,35,Non-Binary,Widowed,HR,1,162537.93,53,2.85,True,6,Both,Medium,Sales,8.6,1.4,False,1,8,26,10,6,1,2,1,True,True,True,Yes,Tier-3
38098,49,Male,Married,Analyst,16,43799.63,55,1.53,True,8,Physical,Large,Admin,5.9,2.0,False,10,0,10,8,7,3,6,99,True,True,False,No,Tier-2
38099,45,Non-Binary,Widowed,Support,38,142698.36,74,0.03,False,9,Mental,Small,IT,7.3,3.8,True,5,5,26,0,3,5,3,32,True,True,True,No,Metro
38100,59,Male,Single,Developer,3,45383.88,64,2.0,False,6,Both,Small,Sales,4.3,6.1,False,10,10,10,3,3,6,3,33,True,False,False,Yes,Tier-2
38101,27,Female,Widowed,Analyst,35,129016.6,42,1.91,True,8,None,Medium,Marketing,8.1,4.4,False,6,0,0,9,9,3,2,16,False,True,False,No,Tier-1
38102,58,Male,Single,Developer,14,185406.73,76,1.59,False,2,Physical,Medium,Finance,7.3,9.5,True,4,10,30,3,10,4,6,82,False,True,True,Yes,Tier-3
38103,39,Non-Binary,Married,Developer,29,86697.97,75,0.06,True,0,None,Large,Finance,8.3,9.6,False,10,5,29,4,7,4,2,26,True,False,True,Occasional,Tier-1
38104,45,Female,Widowed,Sales,28,177221.6,79,1.28,False,7,Physical,Small,Sales,5.1,9.6,False,3,6,30,7,6,1,0,75,True,True,True,Yes,Metro
38105,32,Male,Married,Support,13,145329.8,54,1.77,True,4,None,Small,Sales,6.7,2.4,True,2,4,19,6,6,4,0,77,True,False,False,Yes,Tier-1
38106,60,Non-Binary,Single,Analyst,25,165159.88,36,2.3,True,8,None,Small,IT,4.8,2.2,True,10,5,26,2,3,9,8,78,False,False,True,Yes,Tier-2
38107,46,Non-Binary,Married,HR,21,148475.05,41,2.18,False,3,Mental,Medium,Admin,4.7,3.4,False,7,10,22,3,2,8,1,19,False,False,True,No,Metro
38108,24,Male,Single,Manager,24,157201.36,52,2.05,False,10,Physical,Medium,Sales,5.4,7.7,False,8,7,15,7,6,3,9,79,True,True,True,No,Metro
38109,51,Male,Divorced,Manager,8,42441.1,89,1.29,True,1,Both,Small,Marketing,6.4,5.8,True,2,9,7,10,6,2,0,88,True,True,True,Occasional,Tier-3
38110,49,Male,Widowed,Support,15,74721.14,65,1.19,False,4,Mental,Small,Admin,4.0,7.3,False,4,3,23,8,4,4,8,80,True,True,True,Yes,Tier-1
38111,19,Non-Binary,Single,Sales,39,87434.17,89,2.4,False,6,Mental,Large,Admin,6.8,3.1,False,9,4,18,5,9,2,1,37,False,False,True,Yes,Tier-1
38112,43,Female,Divorced,Sales,35,123262.45,57,2.84,True,5,Both,Medium,Sales,4.1,7.4,False,2,4,3,1,10,8,5,50,False,False,False,Yes,Tier-1
38113,62,Female,Married,Sales,4,128428.3,44,2.18,True,2,Physical,Medium,HR,6.8,9.8,True,1,5,16,1,0,7,2,90,True,True,False,No,Tier-1
38114,28,Non-Binary,Widowed,Sales,4,28309.81,36,2.6,False,9,None,Large,IT,6.9,1.4,False,10,9,15,0,2,7,8,90,True,True,False,Occasional,Tier-1
38115,42,Male,Widowed,Analyst,20,97854.37,71,0.83,False,2,None,Medium,IT,5.7,8.6,False,10,8,0,2,10,9,10,31,True,False,True,No,Tier-2
38116,36,Non-Binary,Widowed,Developer,26,56713.93,44,2.94,True,9,None,Small,Sales,6.3,1.1,False,4,5,20,1,8,3,6,97,True,False,False,No,Tier-3
38117,37,Non-Binary,Widowed,HR,23,66590.46,53,1.83,True,0,Physical,Large,Admin,8.1,4.4,False,9,8,25,5,7,8,2,22,True,True,True,Yes,Tier-2
38118,50,Non-Binary,Married,HR,27,28853.88,50,2.4,True,4,None,Large,IT,8.5,9.5,False,8,4,3,6,7,8,9,27,False,False,True,No,Tier-1
38119,34,Non-Binary,Widowed,Analyst,40,20976.23,45,0.54,False,8,Both,Large,IT,4.5,3.8,True,3,6,14,3,7,3,2,46,False,False,False,Yes,Tier-3
38120,47,Female,Single,Support,22,155696.81,51,2.96,False,9,Physical,Small,Marketing,6.4,4.1,False,1,5,14,2,1,2,0,73,True,True,True,Occasional,Tier-2
38121,35,Male,Widowed,HR,7,158326.87,42,2.01,True,4,None,Large,IT,4.4,1.5,True,3,2,6,7,2,6,3,88,True,False,True,Occasional,Tier-2
38122,49,Non-Binary,Married,Manager,1,21220.69,37,2.89,False,3,Mental,Medium,Sales,4.9,8.1,False,4,8,13,2,0,2,4,90,False,True,False,Yes,Tier-3
38123,57,Non-Binary,Single,HR,37,26685.28,82,1.68,True,7,None,Large,Finance,8.7,1.3,False,3,8,1,1,0,6,3,72,False,True,False,No,Tier-3
38124,62,Male,Single,Support,38,56119.44,52,1.32,True,3,Physical,Medium,Finance,8.9,9.6,False,4,10,12,1,2,2,6,48,False,True,True,No,Tier-2
38125,21,Male,Single,Developer,1,83827.69,87,2.57,True,4,None,Large,IT,4.0,2.7,True,7,10,26,7,10,9,7,46,True,True,False,Yes,Tier-2
38126,49,Non-Binary,Divorced,Support,7,48566.15,41,2.77,False,7,None,Large,Admin,5.0,7.7,True,1,7,16,4,4,9,7,6,True,False,True,No,Tier-1
38127,36,Non-Binary,Divorced,HR,23,95006.0,47,2.04,False,9,Both,Large,IT,7.2,2.7,False,4,5,11,9,0,2,10,15,True,False,True,No,Metro
38128,20,Male,Widowed,Developer,35,179956.62,66,1.76,False,9,None,Small,HR,4.9,8.1,True,7,6,23,4,8,7,9,35,False,False,True,Yes,Tier-3
38129,55,Male,Divorced,Sales,1,59362.01,86,0.42,False,10,Mental,Large,Sales,7.4,4.1,False,2,3,11,6,10,9,1,95,True,False,True,No,Tier-3
38130,45,Female,Married,Analyst,25,181685.78,68,0.5,False,1,Physical,Large,Sales,7.3,8.3,True,4,1,4,1,10,9,4,37,True,True,False,No,Tier-3
38131,55,Non-Binary,Widowed,Manager,32,156398.41,87,1.97,False,5,Mental,Medium,Finance,5.9,0.5,True,8,2,0,8,0,10,6,54,True,False,True,Occasional,Tier-3
38132,23,Male,Divorced,Support,25,76001.76,70,2.93,True,0,Mental,Medium,IT,5.3,3.0,True,6,0,17,5,0,2,6,76,True,False,True,Yes,Tier-1
38133,57,Male,Divorced,HR,36,167240.56,42,1.78,True,8,None,Medium,Marketing,6.7,1.2,False,9,4,30,2,9,0,8,19,False,False,False,No,Tier-2
38134,34,Female,Married,Manager,36,109998.15,43,2.46,True,9,Both,Medium,Admin,8.4,0.8,False,1,8,8,0,0,7,8,57,True,False,False,Yes,Tier-2
38135,59,Female,Married,HR,12,126270.7,58,0.03,True,2,Mental,Large,Finance,4.3,2.7,True,2,10,19,8,5,3,7,86,False,True,True,Occasional,Tier-2
38136,22,Male,Divorced,Sales,36,27868.73,74,2.07,False,0,Both,Small,Marketing,6.4,9.5,True,3,6,22,2,2,0,1,28,True,False,False,No,Metro
38137,36,Non-Binary,Divorced,Developer,19,35744.04,72,0.12,True,0,None,Medium,HR,4.0,9.5,False,5,9,22,2,7,3,1,75,False,False,False,Occasional,Tier-2
38138,60,Non-Binary,Divorced,Support,0,134463.61,55,2.67,False,7,Mental,Small,Admin,4.2,1.3,True,8,5,12,2,4,8,1,45,False,True,True,Yes,Metro
38139,59,Non-Binary,Divorced,Analyst,23,128684.1,52,0.01,True,8,Both,Medium,Marketing,6.3,6.0,True,2,8,25,8,5,4,1,32,True,True,False,Occasional,Metro
38140,52,Female,Widowed,Analyst,37,93411.04,78,2.84,True,7,Both,Small,HR,6.2,5.5,False,9,8,19,10,10,8,7,51,True,True,False,Yes,Metro
38141,39,Male,Widowed,Manager,19,53289.05,58,1.64,True,6,None,Medium,Admin,8.8,7.6,True,6,5,24,0,4,7,3,68,False,False,True,Occasional,Metro
38142,41,Male,Widowed,Developer,19,159509.68,57,0.93,False,4,Mental,Medium,Finance,6.3,5.9,True,4,9,13,4,10,8,5,5,True,False,True,Yes,Tier-2
38143,27,Female,Divorced,Analyst,3,121231.05,39,1.9,True,4,Mental,Small,Finance,7.1,9.1,True,1,7,7,6,3,7,2,58,True,False,True,No,Tier-3
38144,19,Non-Binary,Married,Manager,33,190547.17,86,1.79,False,0,Both,Small,Marketing,7.2,3.7,False,7,6,16,0,8,1,3,89,False,True,True,Yes,Tier-2
38145,45,Male,Married,Developer,13,175730.15,50,2.07,True,1,Both,Medium,Sales,7.6,8.8,False,1,2,18,9,6,9,4,11,False,True,True,Occasional,Tier-3
38146,58,Non-Binary,Widowed,Sales,13,133745.2,73,1.01,False,8,Physical,Small,Marketing,6.1,9.6,True,8,0,20,0,1,9,9,75,False,False,True,Occasional,Tier-1
38147,54,Male,Married,Sales,32,22998.91,51,0.56,True,10,Mental,Small,Marketing,4.8,5.4,True,7,6,0,3,0,5,3,16,True,True,True,Occasional,Tier-2
38148,34,Female,Single,Manager,8,196933.25,37,0.72,True,10,Mental,Medium,Marketing,7.1,6.2,True,9,5,4,7,0,2,3,96,False,False,False,No,Tier-2
38149,23,Female,Widowed,Support,39,47992.66,60,1.54,False,5,None,Large,Marketing,6.7,4.3,False,1,9,4,1,3,4,10,4,False,True,True,Occasional,Tier-1
38150,60,Non-Binary,Married,Sales,5,47931.97,76,1.62,False,5,Mental,Large,HR,5.5,5.3,True,8,3,21,0,8,10,0,82,True,True,False,No,Tier-3
38151,22,Female,Married,Support,38,120406.18,36,0.7,True,5,None,Large,Sales,5.9,1.2,False,9,3,13,9,2,10,5,15,True,False,False,Yes,Tier-3
38152,56,Male,Divorced,HR,20,118973.51,37,0.15,False,5,Both,Large,IT,6.2,9.3,False,1,2,23,0,8,4,8,93,False,True,True,Occasional,Tier-2
38153,24,Female,Widowed,HR,5,64389.85,58,0.94,False,8,Mental,Small,Finance,7.5,9.3,True,0,3,2,0,1,7,7,46,True,True,True,No,Metro
38154,49,Non-Binary,Widowed,Developer,12,113489.92,80,0.63,False,7,Mental,Small,HR,4.4,9.0,True,9,3,8,10,5,9,7,40,True,True,False,Occasional,Metro
38155,21,Female,Single,Sales,7,134325.08,62,2.91,True,3,None,Large,HR,8.2,1.9,True,6,1,16,3,9,8,3,48,True,False,True,Yes,Tier-1
38156,38,Male,Single,Analyst,40,134910.0,72,0.59,False,1,Both,Large,Marketing,7.8,3.1,True,2,3,22,1,1,10,5,13,True,True,True,No,Tier-1
38157,59,Female,Married,Manager,14,93074.05,42,1.82,True,6,Mental,Medium,Sales,7.8,1.0,True,3,4,15,8,1,5,10,68,False,False,True,Occasional,Tier-1
38158,49,Male,Divorced,Analyst,38,166265.5,74,2.3,False,10,Mental,Medium,HR,8.2,7.3,False,7,2,8,0,4,7,1,86,True,True,True,Yes,Metro
38159,35,Non-Binary,Widowed,HR,19,105001.13,57,2.75,True,4,Both,Large,Sales,5.6,3.3,False,3,6,27,8,9,10,8,53,False,False,True,Occasional,Tier-2
38160,50,Male,Single,Sales,10,109825.11,88,0.01,True,5,Mental,Medium,IT,4.9,7.0,False,4,3,17,7,1,5,9,60,False,False,False,Yes,Tier-3
38161,31,Female,Widowed,Analyst,5,38618.33,61,2.25,False,5,Both,Large,Finance,4.2,7.4,False,1,4,26,4,8,0,7,96,True,False,False,Yes,Metro
38162,23,Female,Married,Manager,11,58084.28,50,1.87,True,1,Mental,Medium,Sales,4.6,6.7,True,8,7,1,6,9,0,4,22,False,True,False,Occasional,Metro
38163,28,Non-Binary,Divorced,Developer,27,193527.78,65,2.49,True,0,None,Small,IT,5.5,8.1,True,4,0,12,6,9,0,0,74,True,True,False,Yes,Tier-1
38164,63,Female,Single,Developer,3,165043.31,79,0.62,False,9,Both,Small,IT,6.3,4.3,True,0,3,23,5,3,3,1,98,False,False,False,No,Tier-3
38165,37,Non-Binary,Married,Manager,23,146531.67,60,0.34,True,6,Physical,Medium,Marketing,4.5,0.2,False,4,0,4,4,2,9,2,32,False,True,False,Yes,Tier-2
38166,46,Non-Binary,Divorced,Support,35,125887.0,38,2.41,True,7,Mental,Small,Finance,7.0,2.1,False,6,10,3,5,3,9,2,41,True,False,True,Occasional,Tier-2
38167,52,Male,Married,HR,7,171696.54,48,2.88,False,8,Mental,Small,Sales,4.6,9.5,True,6,9,2,3,10,3,10,33,False,False,False,No,Tier-2
38168,33,Female,Widowed,Support,3,188336.39,55,2.86,True,4,Physical,Small,Finance,6.7,7.9,True,6,9,6,8,9,8,0,96,True,True,True,No,Metro
38169,65,Male,Widowed,Manager,40,147310.78,90,0.76,True,7,Both,Large,Admin,7.5,2.0,True,1,2,0,0,3,5,6,80,True,False,False,Yes,Tier-2
38170,24,Non-Binary,Married,Manager,12,169962.78,35,2.13,False,2,Physical,Small,Marketing,8.4,4.5,True,5,8,2,5,3,1,10,67,True,False,True,No,Tier-2
38171,57,Non-Binary,Single,Sales,2,180751.54,47,1.71,True,0,Mental,Small,Admin,7.4,9.3,True,2,0,27,0,2,5,4,57,True,False,False,Occasional,Tier-3
38172,53,Non-Binary,Married,Analyst,19,124857.31,40,0.13,True,2,Physical,Large,IT,8.9,5.4,True,6,7,5,5,0,4,4,2,True,False,False,No,Metro
38173,61,Male,Divorced,Manager,34,160962.37,41,2.08,True,3,Physical,Large,Sales,5.5,1.5,True,5,0,10,1,0,2,9,6,False,True,True,Occasional,Tier-2
38174,61,Male,Married,Support,8,136994.49,36,2.46,True,10,Physical,Small,Finance,6.5,8.3,True,1,5,27,7,1,3,9,51,False,False,True,No,Tier-3
38175,48,Non-Binary,Divorced,Manager,33,149835.64,39,1.73,True,0,Physical,Small,Admin,5.2,3.0,False,2,5,12,7,7,9,7,15,False,True,True,No,Tier-3
38176,59,Female,Divorced,Developer,36,134582.41,72,1.98,False,2,None,Medium,Admin,8.9,4.6,True,7,0,19,7,2,2,2,69,True,True,False,Yes,Tier-1
38177,61,Female,Divorced,Analyst,16,96307.38,44,2.62,False,4,Physical,Large,Sales,7.2,7.5,True,6,0,3,6,2,6,9,29,True,True,True,Occasional,Metro
38178,60,Female,Married,Developer,39,162188.29,59,1.28,True,9,Mental,Small,Marketing,4.3,9.2,False,5,4,22,7,8,3,3,67,False,True,True,No,Metro
38179,60,Non-Binary,Widowed,HR,20,179854.6,41,2.03,False,9,Mental,Small,HR,5.4,0.0,True,7,4,10,3,8,6,1,9,True,False,True,Occasional,Metro
38180,64,Non-Binary,Widowed,Developer,0,121498.92,70,2.23,True,7,Both,Large,Finance,5.9,3.0,True,8,6,3,1,8,2,7,10,True,False,True,Yes,Metro
38181,23,Female,Married,Support,28,182018.55,45,0.06,False,3,Both,Medium,Admin,7.1,5.7,True,9,6,12,0,1,7,7,69,False,False,True,No,Tier-2
38182,46,Male,Divorced,Support,38,147479.29,62,1.1,True,4,None,Small,Finance,4.4,2.3,False,6,1,27,10,10,2,5,37,True,False,False,No,Tier-3
38183,44,Female,Married,HR,6,161590.0,53,1.05,False,4,Physical,Medium,HR,4.8,2.5,True,1,1,19,3,8,6,5,83,True,True,False,Yes,Tier-2
38184,60,Male,Widowed,Support,18,137004.88,59,1.48,True,2,Mental,Medium,IT,6.4,3.7,True,0,8,10,10,1,5,2,85,False,False,True,Occasional,Tier-3
38185,19,Female,Widowed,HR,26,80185.49,81,0.32,False,6,Both,Small,Marketing,4.8,5.5,False,10,4,4,6,0,4,4,96,False,True,True,Occasional,Tier-1
38186,39,Non-Binary,Widowed,Analyst,27,68519.11,77,0.91,False,3,Physical,Large,Admin,5.8,4.7,True,3,6,14,4,1,8,7,1,True,True,True,No,Tier-3
38187,26,Female,Divorced,HR,3,120193.5,64,1.4,True,0,Both,Medium,IT,5.3,8.3,True,6,7,24,2,10,3,2,75,False,True,False,Yes,Tier-3
38188,28,Male,Single,Manager,11,168090.57,59,0.66,True,1,Both,Large,Finance,8.2,2.0,True,3,10,1,3,10,7,3,60,False,False,True,Yes,Tier-3
38189,33,Male,Single,Manager,34,162142.66,41,0.38,False,2,None,Small,IT,7.5,8.5,True,7,5,1,10,6,4,10,4,False,False,False,No,Metro
38190,62,Female,Widowed,Developer,14,41049.17,89,1.05,True,3,Both,Small,Finance,5.9,5.1,True,6,6,23,5,4,7,4,48,False,False,True,Occasional,Tier-3
38191,30,Non-Binary,Widowed,Developer,24,136535.15,89,2.41,True,2,None,Small,HR,7.3,9.1,False,6,5,16,6,4,10,2,84,True,False,False,No,Tier-3
38192,35,Non-Binary,Widowed,Analyst,13,145783.81,37,1.43,False,1,Mental,Medium,Admin,4.7,1.9,False,2,0,30,6,5,4,7,76,False,True,False,No,Tier-2
38193,42,Male,Married,HR,28,78965.48,37,0.09,False,1,None,Large,Finance,6.2,2.1,True,1,9,0,8,2,8,1,82,False,True,True,Yes,Metro
38194,50,Non-Binary,Divorced,Manager,35,157229.36,58,2.42,True,5,Physical,Medium,IT,8.7,6.9,False,1,1,26,2,4,10,2,33,True,False,False,Yes,Metro
38195,27,Female,Divorced,Developer,29,83698.69,48,0.61,False,4,Physical,Large,Admin,8.9,1.8,False,8,5,27,2,3,8,8,38,False,True,True,No,Tier-2
38196,47,Male,Divorced,Sales,29,198539.42,37,0.34,False,10,Physical,Large,IT,8.5,1.5,True,8,8,18,5,9,10,9,52,True,False,True,Occasional,Tier-3
38197,18,Male,Married,Support,7,20778.97,58,2.57,False,8,Physical,Small,Admin,4.4,3.8,True,8,0,4,5,7,7,9,65,False,True,False,Occasional,Tier-1
38198,50,Female,Single,Analyst,37,138610.53,52,2.16,False,8,Both,Small,Finance,5.5,5.6,True,6,7,24,3,2,0,10,39,False,True,True,No,Tier-3
38199,32,Female,Married,HR,6,41193.56,62,1.61,True,0,None,Medium,IT,5.8,7.0,False,3,8,1,0,2,2,1,67,True,True,True,Yes,Tier-1
38200,46,Female,Single,Analyst,31,39088.65,54,2.21,True,7,None,Medium,Admin,6.1,8.0,False,7,9,17,3,6,1,4,28,False,True,True,No,Metro
38201,19,Non-Binary,Divorced,HR,2,187365.67,39,2.33,True,9,None,Small,Marketing,5.9,6.2,False,6,7,28,1,2,1,9,88,False,False,True,Occasional,Tier-2
38202,28,Non-Binary,Widowed,HR,6,156177.73,44,0.43,True,8,Physical,Medium,Finance,8.6,0.4,False,2,7,17,6,10,7,10,2,True,True,True,No,Tier-2
38203,51,Non-Binary,Single,Analyst,6,39029.7,48,1.92,False,5,Mental,Medium,Marketing,7.2,2.5,False,0,0,3,4,1,4,0,52,True,False,True,No,Tier-1
38204,58,Female,Widowed,Developer,37,41748.71,64,0.09,False,2,Physical,Small,Admin,6.7,9.5,False,10,6,1,6,5,4,9,26,False,False,False,Occasional,Tier-2
38205,36,Non-Binary,Single,Developer,2,99212.57,53,0.09,False,1,Physical,Small,Finance,6.6,8.9,True,1,10,8,6,1,6,10,78,False,False,False,Yes,Tier-3
38206,19,Non-Binary,Married,HR,5,111209.62,37,2.16,False,0,Mental,Small,Marketing,6.8,5.6,False,4,5,18,6,7,3,7,49,False,True,False,Yes,Tier-1
38207,65,Female,Divorced,Manager,9,118404.47,66,1.12,True,5,Mental,Large,Admin,4.2,7.1,True,5,7,23,10,8,7,2,28,True,False,True,No,Tier-2
38208,37,Female,Married,HR,13,97331.43,70,0.23,False,5,Both,Medium,Sales,4.2,7.8,True,3,5,20,0,10,5,9,75,False,False,True,Occasional,Tier-1
38209,58,Female,Divorced,Sales,37,92100.42,66,0.91,False,10,Mental,Small,IT,6.7,2.5,True,3,7,19,7,3,9,3,6,False,False,False,Occasional,Tier-3
38210,48,Male,Divorced,Developer,26,186026.47,54,2.77,False,7,Both,Large,Sales,8.4,5.8,True,0,10,18,4,10,4,9,31,False,False,False,Yes,Tier-3
38211,21,Female,Divorced,Analyst,20,117209.53,79,0.53,True,6,Physical,Small,IT,7.1,0.3,False,9,6,16,6,7,10,1,45,False,False,True,Yes,Tier-2
38212,46,Female,Widowed,HR,17,113386.31,39,0.27,True,6,Mental,Medium,Finance,7.9,0.1,True,7,10,9,2,6,2,4,13,True,False,False,Yes,Metro
38213,47,Non-Binary,Married,Developer,34,75603.87,87,1.51,True,1,None,Small,Marketing,7.9,8.8,True,5,6,16,5,0,2,2,24,True,False,True,Occasional,Tier-2
38214,30,Male,Married,Developer,23,170105.97,44,1.02,True,0,Both,Medium,Marketing,7.9,4.5,False,6,0,23,4,9,2,6,74,False,False,True,Occasional,Tier-3
38215,32,Non-Binary,Divorced,HR,2,157587.3,63,2.33,False,2,Physical,Large,HR,4.7,5.9,False,2,6,30,2,2,8,6,43,True,False,True,Occasional,Tier-3
38216,37,Male,Single,HR,7,87712.72,37,1.7,False,5,Mental,Large,Sales,8.6,1.3,True,6,4,22,4,5,8,1,72,True,True,False,Occasional,Tier-1
38217,51,Female,Divorced,Developer,15,33757.88,78,1.42,False,3,None,Small,Marketing,4.8,8.4,True,3,5,1,2,2,7,0,6,False,True,False,Yes,Tier-1
38218,45,Male,Single,Sales,12,82895.64,48,1.53,False,9,Both,Large,HR,6.8,6.6,True,3,7,0,4,7,7,9,16,True,True,True,Occasional,Metro
38219,37,Female,Married,Analyst,36,187893.13,71,0.01,True,0,None,Medium,Admin,4.5,5.2,False,8,2,11,7,5,8,2,87,True,False,True,Yes,Tier-2
38220,42,Male,Widowed,HR,14,23423.04,75,0.35,True,6,Both,Medium,Sales,6.8,1.7,False,8,5,25,10,10,7,8,42,True,True,True,Yes,Tier-1
38221,44,Non-Binary,Married,HR,22,186446.5,84,0.34,False,7,None,Medium,Sales,6.5,1.9,False,8,6,1,0,7,3,3,91,True,True,True,No,Metro
38222,47,Male,Single,Support,38,117126.15,56,2.44,False,4,Mental,Small,IT,5.7,0.1,True,4,1,13,4,3,6,6,99,True,True,True,Occasional,Metro
38223,58,Male,Widowed,Manager,31,126890.61,87,2.47,True,2,Both,Large,Admin,8.9,8.6,False,5,9,14,7,5,3,8,38,True,True,False,Yes,Tier-1
38224,37,Female,Married,HR,32,34904.47,56,1.95,False,9,Both,Small,HR,5.1,0.1,False,3,4,13,0,10,1,7,93,False,True,False,No,Tier-1
38225,18,Non-Binary,Married,Sales,26,42325.79,64,2.38,True,5,None,Large,Marketing,7.3,1.2,True,9,2,29,7,8,6,3,94,False,True,False,Occasional,Tier-1
38226,52,Non-Binary,Single,Sales,9,162139.72,69,3.0,True,7,Both,Small,HR,7.3,3.1,True,3,4,21,7,3,4,1,62,True,True,True,No,Metro
38227,60,Female,Married,HR,11,76492.28,71,2.35,True,9,Physical,Medium,Marketing,7.2,7.1,False,8,1,2,8,1,7,8,32,True,False,True,No,Tier-1
38228,41,Female,Single,Analyst,7,60611.67,72,2.74,False,1,None,Large,Admin,8.7,2.9,False,2,0,16,7,3,7,4,55,True,True,True,No,Tier-3
38229,42,Non-Binary,Single,Analyst,32,50700.96,85,0.97,False,2,Mental,Medium,HR,6.1,9.1,False,3,3,25,9,5,10,6,44,True,True,False,Yes,Tier-3
38230,57,Male,Divorced,HR,37,43728.35,70,0.61,True,4,None,Small,IT,8.9,8.9,False,2,8,1,3,4,7,8,95,True,False,True,Yes,Tier-2
38231,29,Non-Binary,Married,HR,33,82443.38,50,2.74,False,3,None,Small,Admin,4.4,0.9,False,6,10,12,5,1,2,6,24,True,False,True,Yes,Tier-2
38232,28,Non-Binary,Widowed,Sales,13,126861.84,55,1.97,False,10,Both,Small,HR,4.6,2.3,False,0,10,22,9,9,9,0,51,False,True,False,No,Tier-2
38233,47,Non-Binary,Divorced,Manager,18,99099.45,83,2.69,True,6,Physical,Small,IT,5.6,0.4,False,0,6,10,5,0,9,3,90,False,False,False,Yes,Tier-1
38234,30,Female,Single,HR,11,27039.82,52,1.44,False,8,None,Large,Admin,6.0,4.8,False,0,5,13,7,6,9,4,3,False,True,True,No,Metro
38235,64,Female,Married,Analyst,36,126705.65,38,1.23,True,6,Mental,Medium,IT,5.2,8.0,True,3,10,23,8,2,1,1,74,False,False,True,Occasional,Tier-1
38236,42,Male,Married,HR,40,131682.64,89,0.72,True,9,Mental,Large,HR,6.3,8.7,False,5,2,10,3,6,0,10,96,False,True,True,No,Tier-1
38237,42,Male,Single,Developer,17,157296.88,73,1.31,False,2,Physical,Large,IT,7.1,2.8,True,0,2,9,6,8,6,2,37,False,False,True,Occasional,Tier-3
38238,34,Non-Binary,Widowed,Sales,5,142211.01,83,1.1,False,0,Both,Large,HR,8.0,8.3,True,8,4,22,5,4,3,5,48,True,True,True,Occasional,Tier-3
38239,29,Female,Divorced,Sales,4,104379.3,52,1.7,True,1,Mental,Small,Finance,7.2,3.5,True,0,5,29,4,8,5,4,49,True,False,True,Occasional,Tier-2
38240,28,Non-Binary,Single,Manager,34,190475.4,57,0.05,True,2,None,Small,Marketing,5.7,1.6,True,2,3,25,6,7,0,2,47,True,True,True,No,Tier-1
38241,27,Female,Married,Analyst,28,32029.6,49,0.77,True,4,Mental,Large,Finance,5.4,9.7,False,2,4,3,6,3,6,4,16,True,True,False,Yes,Metro
38242,34,Non-Binary,Single,HR,35,96040.29,70,0.52,True,10,None,Small,Sales,5.4,7.9,True,8,0,25,7,4,7,9,30,False,False,True,Yes,Metro
38243,62,Male,Divorced,Manager,15,93571.86,52,1.78,False,6,Physical,Small,Marketing,6.5,1.5,True,1,0,30,2,2,6,6,48,False,True,False,No,Metro
